ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,LL_Code,Classification,Family_Glottocode,Family_Name,Language_Glottocode,Language_Name,Level,Status
mara1266,Maratino,North America,24.339089,-98.576661,mara1266,,q06,,,,mara1266,Maratino,language,extinct
east2374,Eastern Daly,,,,east2374,,,,,,,,family,
taul1250,Taulil-Butam,,,,taul1250,,bait,,,,,,family,
suar1238,Asabano,Papunesia,-4.95072,141.978,suar1238,seo,seo,,,,suar1238,Asabano,language,shifting
abin1243,Abinomn,Papunesia,-2.92281,138.891,abin1243,bsa,bsa,,,,abin1243,Abinomn,language,shifting
sout2948,South Bougainville,,,,sout2948,,,,,,,,family,
paya1236,Payagua,South America,-20.212233,-58.158622,paya1236,,qho,,,,paya1236,Payagua,language,extinct
nilo1247,Nilotic,,,,nilo1247,,,,,,,,family,
niha1238,Nihali,Eurasia,21.1886,76.3318,niha1238,nll,nll,,,,niha1238,Nihali,language,shifting
cull1235,Culli,South America,-7.878618,-78.116456,cull1235,,,,,,cull1235,Culli,language,extinct
bain1263,Baining,,,,bain1263,,,,,,,,family,
yuki1242,Yuki-Wappo,,,,yuki1242,,,,,,,,family,
hrus1242,Hruso,Eurasia,27.27,92.63,hrus1242,hru,hru,,,,hrus1242,Hruso,language,shifting
zuni1245,Zuni,North America,35.0056,-108.782,zuni1245,zun,zun,,,,zuni1245,Zuni,language,shifting
jodi1234,Jodi-Saliban,,,,jodi1234,,,,,,,,family,
jira1235,Jirajaran,South America,10.57,-69.7,jira1235,,jiri;qfg,,,,jira1235,Jirajaran,language,extinct
inan1242,Inanwatan,,,,inan1242,,,,,,,,family,
hadz1240,Hadza,Africa,-3.83115,35.0458,hadz1240,hts,hts,,,,hadz1240,Hadza,language,shifting
mand1469,Mande,,,,mand1469,,,,,,,,family,
huav1256,Huavean,,,,huav1256,,,,,,,,family,
puel1244,Puelche,South America,-42.223,-68.666,puel1244,pue,pue,,,,puel1244,Puelche,language,extinct
kuot1243,Kuot,Papunesia,-3.06952,151.537,kuot1243,kto,kto;kuot,,,,kuot1243,Kuot,language,shifting
paho1240,Pahoturi,,,,paho1240,,paho,,,,,,family,
mose1249,Mosetén-Chimané,South America,-14.64448,-67.83756,mose1249,cas,cas,,,,mose1249,Mosetén-Chimané,language,threatened
shab1252,Shabo,Africa,7.64407,35.223,shab1252,sbf,sbf,,,,shab1252,Shabo,language,moribund
mola1238,Molale,North America,44.556,-122.857,mola1238,mbe,mbe;mlla,,,,mola1238,Molale,language,extinct
maya1287,Mayan,,,,maya1287,,,,,,,,family,
maoo1243,Blue Nile Mao,,,,maoo1243,,,,,,,,family,
ural1272,Uralic,,,,ural1272,,urlc,,,,,,family,
natc1249,Natchez,North America,31.75,-91.33,natc1249,ncz,ncz,,,,natc1249,Natchez,language,extinct
elam1244,Elamite,Eurasia,31.1833,48.2333,elam1244,elx,elx,,,,elam1244,Elamite,language,extinct
utoa1244,Uto-Aztecan,,,,utoa1244,,,,,,,,family,
fuln1247,Fulniô,South America,-9.02591,-37.1402,fuln1247,fun,fun;fun-ful,,,,fuln1247,Fulniô,language,shifting
east2386,Eastern Jebel,,,,east2386,,,,,,,,family,
katl1246,Katla-Tima,,,,katl1246,,,,,,,,family,
arau1255,Araucanian,,,,arau1255,,,,,,,,family,
tall1235,Tallán,South America,-5.330824,-80.651093,tall1235,,,,,,tall1235,Tallán,language,extinct
nakh1245,Nakh-Daghestanian,,,,nakh1245,,,,,,,,family,
yuch1247,Yuchi,North America,35.75,-86.75,yuch1247,yuc,yuc,,,,yuch1247,Yuchi,language,nearly extinct
cari1283,Cariban,,,,cari1283,,,,,,,,family,
kari1254,Kariri,South America,-7.434628,-40.487275,kari1254,,,,,,kari1254,Kariri,language,extinct
wali1264,Walioic,,,,wali1264,,,,,,,,family,
mpur1239,Mpur,Papunesia,-0.7489,133.166,mpur1239,akc,akc,,,,mpur1239,Mpur,language,shifting
odia1239,Odiai,Papunesia,-3.82276,141.336,odia1239,bhf,bhf,,,,odia1239,Odiai,language,shifting
bosa1245,Bosavi,,,,bosa1245,,bosv,,,,,,family,
demm1245,Dem,Papunesia,-3.72183,137.632,demm1245,dem,demm;dem,,,,demm1245,Dem,language,shifting
duna1248,Duna,Papunesia,-5.41439,142.475,duna1248,duc,duc,,,,duna1248,Duna,language,not endangered
kehu1238,Kehu,Papunesia,-3.19328,136.14,kehu1238,khh,khh,,,,kehu1238,Kehu,language,moribund
kwom1263,Kwomtari-Nai,,,,kwom1263,,,,,,,,family,
lake1255,Lakes Plain,,,,lake1255,,,,,,,,family,
east2433,East Strickland,,,,east2433,,estr,,,,,,family,
kwaz1243,Kwaza,South America,-11.6667,-61.1833,kwaz1243,xwa,xwa,,,,kwaz1243,Kwaza,language,moribund
kama1371,Kamakanan,,,,kama1371,,,,,,,,family,
chim1311,Chimakuan,North America,47.632,-123.079,chim1311,,,,,,,,family,
kolo1268,Kolopom,,,,kolo1268,,kolo,,,,,,family,
chon1248,Chono,South America,-44.298692,-73.879395,chon1248,,064,,,,chon1248,Chono,language,extinct
nara1262,Nara,Africa,15.3251,37.499,nara1262,nrb,nara;nrb,,,,nara1262,Nara,language,not endangered
momb1255,Mombum-Koneraw,,,,momb1255,,,,,,,,family,
sape1238,Sapé,South America,4.0735661,-62.9666521,sape1238,spc,spc,,,,sape1238,Sapé,language,extinct
yura1255,Yuracaré,South America,-16.7479,-65.1224,yura1255,yuz,yuz,,,,yura1255,Yuracaré,language,shifting
guat1253,Guató,South America,-17.8696,-57.2897,guat1253,gta,,,,,guat1253,Guató,language,nearly extinct
shas1238,Shastan,,,,shas1238,,,,,,,,family,
nucl1709,Nuclear Trans New Guinea,,,,nucl1709,,,,,,,,family,
hmon1336,Hmong-Mien,,,,hmon1336,,,,,,,,family,
lepk1239,Lepki-Murkim-Kembra,,,,lepk1239,,,,,,,,family,
mata1275,Matanawí,South America,-4.8509511,-58.988617,mata1275,,,,,,mata1275,Matanawí,language,extinct
abis1238,Aewa,South America,-1.284096,-75.084405,abis1238,ash,ash,,,,abis1238,Aewa,language,extinct
kiwa1251,Kiwaian,,,,kiwa1251,,kiwa,,,,,,family,
saha1239,Sahaptian,,,,saha1239,,,,,,,,family,
chap1271,Chapacuran,,,,chap1271,,,,,,,,family,
tebe1251,Teberan,,,,tebe1251,,tebe,,,,,,family,
huar1251,Huarpean,,,,huar1251,,qgb;qbt;hrpe,,,,,,family,
kara1289,Karankawa,North America,28.9082,-96.4856,kara1289,zkk,,,,,kara1289,Karankawa,language,extinct
barb1265,Barbacoan,,,,barb1265,,,,,,,,family,
tsim1258,Tsimshian,,,,tsim1258,,,,,,,,family,
kere1287,Keresan,,,,kere1287,,kere,,,,,,family,
mato1253,Mato Grosso Arára,South America,-9.172609,-60.628867,mato1253,axg,axg,,,,mato1253,Mato Grosso Arára,language,extinct
nimb1257,Nimboranic,,,,nimb1257,,,,,,,,family,
tequ1244,Tequistlatecan,,,,tequ1244,,tequ,,,,,,family,
daju1249,Dajuic,,,,daju1249,,,,,,,,family,
yare1250,Yareban,,,,yare1250,,,,,,,,family,
tabo1241,Tabo,Papunesia,-8.09387,143.305,tabo1241,knv,knv,,,,tabo1241,Tabo,language,shifting
anda1286,Andaqui,South America,2.74999,-76.0,anda1286,ana,ana,,,,anda1286,Andaqui,language,extinct
hibi1242,Hibito-Cholon,,,,hibi1242,,,,,,,,family,
ijoi1239,Ijoid,,,,ijoi1239,,,,,,,,family,
trum1247,Trumai,South America,-11.8119,-53.5717,trum1247,tpy,tpy,,,,trum1247,Trumai,language,nearly extinct
bayo1259,Bayono-Awbono,,,,bayo1259,,baya,,,,,,family,
tang1340,Tangkic,,,,tang1340,,tngc,,,,,,family,
mink1237,Minkin,Australia,-17.736653,139.541931,mink1237,xxm,,,,,mink1237,Minkin,language,extinct
marr1257,Marrku-Wurrugu,,,,marr1257,,,,,,,,family,
lafo1243,Lafofa,Africa,10.3357,30.7331,lafo1243,laf,laf;tgem,,,,lafo1243,Lafofa,language,shifting
giim1238,Giimbiyu,,,,giim1238,,,,,,,,family,
mata1289,Matacoan,,,,mata1289,,,,,,,,family,
kaku1242,Kakua-Nukak,,,,kaku1242,,,,,,,,family,
tuca1253,Tucanoan,,,,tuca1253,,,,,,,,family,
paez1247,Páez,South America,2.61516,-76.31254,paez1247,pbb,pbb,,,,paez1247,Páez,language,threatened
otom1299,Otomanguean,,,,otom1299,,,,,,,,family,
cani1243,Canichana,South America,-14.3058,-64.944455,cani1243,caz,caz,,,,cani1243,Canichana,language,extinct
nucl1708,Nuclear Torricelli,,,,nucl1708,,,,,,,,family,
leng1261,Lengua-Mascoy,,,,leng1261,,,,,,,,family,
guac1239,Guachi,South America,-19.5572257,-57.5663223,guac1239,,qfk,,,,guac1239,Guachi,language,extinct
nivk1234,Nivkh,,,,nivk1234,,,,,,,,family,
cree1270,Creek,North America,31.0,-87.5,cree1270,mus,mus,musk1252,musk1252,Muskogean,cree1270,Creek,language,moribund
mika1239,Mikasuki,North America,26.08142,-80.90847,mika1239,mik,mik,musk1252,musk1252,Muskogean,mika1239,Mikasuki,language,shifting
alab1247,Alabaman-Koasati,,,,alab1247,,,musk1252,musk1252,Muskogean,,,family,
west2614,Western Muskogean,,,,west2614,,wmsk,musk1252,musk1252,Muskogean,,,family,
semi1265,Seminole,North America,,,semi1265,,mus-sem,musk1252/cree1270,musk1252,Muskogean,cree1270,Creek,dialect,
nucl1645,Nuclear Creek,North America,,,nucl1645,,,musk1252/cree1270,musk1252,Muskogean,cree1270,Creek,dialect,
hitc1239,Hitchiti,North America,,,hitc1239,,mik-hit,musk1252/mika1239,musk1252,Muskogean,mika1239,Mikasuki,dialect,
nucl1245,Nuclear Mikasuki,North America,,,nucl1245,,,musk1252/mika1239,musk1252,Muskogean,mika1239,Mikasuki,dialect,
apal1237,Apalachee,North America,30.118,-84.416,apal1237,xap,xap,musk1252/alab1247,musk1252,Muskogean,apal1237,Apalachee,language,extinct
koas1236,Koasati,North America,30.4096,-92.709,koas1236,cku,cku,musk1252/alab1247,musk1252,Muskogean,koas1236,Koasati,language,moribund
alab1237,Alabama,North America,30.76738,-94.62848,alab1237,akz,akz,musk1252/alab1247,musk1252,Muskogean,alab1237,Alabama,language,shifting
choc1276,Choctaw,North America,32.25,-88.5,choc1276,cho,cho,musk1252/west2614,musk1252,Muskogean,choc1276,Choctaw,language,threatened
chic1270,Chickasaw,North America,34.0,-88.0,chic1270,cic,cic,musk1252/west2614,musk1252,Muskogean,chic1270,Chickasaw,language,shifting
maba1275,Mabang,,,,maba1275,,,maba1274,maba1274,Maban,,,family,
mimi1241,Mimi-Nachtigal,Africa,14.302046,20.724106,mimi1241,,0f9,maba1274,maba1274,Maban,mimi1241,Mimi-Nachtigal,language,extinct
rung1257,Runga-Kibet,,,,rung1257,,runk,maba1274/maba1275,maba1274,Maban,,,family,
maba1276,Maba-Masalit,,,,maba1276,,,maba1274/maba1275,maba1274,Maban,,,family,
kibe1241,Kibet,Africa,11.32054,20.87674,kibe1241,kie,kie,maba1274/maba1275/rung1257,maba1274,Maban,kibe1241,Kibet,language,not endangered
rung1258,Runga,Africa,9.7154,20.9945,rung1258,rou,rou,maba1274/maba1275/rung1257,maba1274,Maban,rung1258,Runga,language,not endangered
dage1243,Dagel,Africa,,,dage1243,,kie-dag,maba1274/maba1275/rung1257/kibe1241,maba1274,Maban,kibe1241,Kibet,dialect,
nucl1439,Nuclear Kibet,Africa,,,nucl1439,,,maba1274/maba1275/rung1257/kibe1241,maba1274,Maban,kibe1241,Kibet,dialect,
murr1262,Murru,Africa,,,murr1262,,kie-mur,maba1274/maba1275/rung1257/kibe1241,maba1274,Maban,kibe1241,Kibet,dialect,
masa1301,Macro-Masalit,,,,masa1301,,,maba1274/maba1275/maba1276,maba1274,Maban,,,family,
nucl1441,Macro-Maba,,,,nucl1441,,,maba1274/maba1275/maba1276,maba1274,Maban,,,family,
mass1262,Massalat,Africa,13.5157,19.7348,mass1262,mdg,mdg,maba1274/maba1275/maba1276/masa1301,maba1274,Maban,mass1262,Massalat,language,moribund
surb1238,Surbakhal,Africa,13.1331,21.6243,surb1238,sbj,sbj,maba1274/maba1275/maba1276/masa1301,maba1274,Maban,surb1238,Surbakhal,language,not endangered
nucl1440,Masalit,Africa,13.2733,22.1752,nucl1440,mls,mls;masl,maba1274/maba1275/maba1276/masa1301,maba1274,Maban,nucl1440,Masalit,language,not endangered
west2497,Western Masalit,Africa,,,west2497,,mls-wes,maba1274/maba1275/maba1276/masa1301/nucl1440,maba1274,Maban,nucl1440,Masalit,dialect,
nort2818,Northern Masalit,Africa,,,nort2818,,mls-nor,maba1274/maba1275/maba1276/masa1301/nucl1440,maba1274,Maban,nucl1440,Masalit,dialect,
sout2839,Southern Masalit,Africa,,,sout2839,,mls-sou,maba1274/maba1275/maba1276/masa1301/nucl1440,maba1274,Maban,nucl1440,Masalit,dialect,
nyal1251,Nyala,Africa,,,nyal1251,,,maba1274/maba1275/maba1276/masa1301/nucl1440,maba1274,Maban,nucl1440,Masalit,dialect,
darf1238,Dar Fur,Africa,,,darf1238,,mls-dar,maba1274/maba1275/maba1276/masa1301/nucl1440,maba1274,Maban,nucl1440,Masalit,dialect,
marf1238,Marfa,Africa,13.1568,20.7882,marf1238,mvu,mvu,maba1274/maba1275/maba1276/nucl1441,maba1274,Maban,marf1238,Marfa,language,not endangered
maba1277,Maba (Chad),Africa,12.89147,20.8889,maba1277,mde,mde,maba1274/maba1275/maba1276/nucl1441,maba1274,Maban,maba1277,Maba (Chad),language,not endangered
kend1253,Kendeje,Africa,13.24447,21.53955,kend1253,klf,klf,maba1274/maba1275/maba1276/nucl1441,maba1274,Maban,kend1253,Kendeje,language,shifting
kara1484,Karanga,Africa,13.1748,20.6354,kara1484,kth,kth,maba1274/maba1275/maba1276/nucl1441,maba1274,Maban,kara1484,Karanga,language,shifting
abka1238,Abkar,Africa,,,abka1238,,mde-abk,maba1274/maba1275/maba1276/nucl1441/maba1277,maba1274,Maban,maba1277,Maba (Chad),dialect,
mala1389,Malanga,Africa,,,mala1389,,mde-mal,maba1274/maba1275/maba1276/nucl1441/maba1277,maba1274,Maban,maba1277,Maba (Chad),dialect,
kuji1238,Kujinga,Africa,,,kuji1238,,mde-kuj,maba1274/maba1275/maba1276/nucl1441/maba1277,maba1274,Maban,maba1277,Maba (Chad),dialect,
kaja1248,Kajanga,Africa,,,kaja1248,,mde-kaj,maba1274/maba1275/maba1276/nucl1441/maba1277,maba1274,Maban,maba1277,Maba (Chad),dialect,
nyab1256,Nyabadan,Africa,,,nyab1256,,mde-nya,maba1274/maba1275/maba1276/nucl1441/maba1277,maba1274,Maban,maba1277,Maba (Chad),dialect,
oule1238,Ouled Djemma,Africa,,,oule1238,,mde-oul,maba1274/maba1275/maba1276/nucl1441/maba1277,maba1274,Maban,maba1277,Maba (Chad),dialect,
mand1428,Mandala,Africa,,,mand1428,,mde-mad,maba1274/maba1275/maba1276/nucl1441/maba1277,maba1274,Maban,maba1277,Maba (Chad),dialect,
mand1429,Mandaba,Africa,,,mand1429,,mde-man,maba1274/maba1275/maba1276/nucl1441/maba1277,maba1274,Maban,maba1277,Maba (Chad),dialect,
dond1248,Dondongo,Africa,,,dond1248,,mde-don,maba1274/maba1275/maba1276/nucl1441/maba1277,maba1274,Maban,maba1277,Maba (Chad),dialect,
kodo1238,Kodoo,Africa,,,kodo1238,,mde-kod,maba1274/maba1275/maba1276/nucl1441/maba1277,maba1274,Maban,maba1277,Maba (Chad),dialect,
keli1249,Kelingan,Africa,,,keli1249,,,maba1274/maba1275/maba1276/nucl1441/maba1277,maba1274,Maban,maba1277,Maba (Chad),dialect,
fara1237,Faranga,Africa,,,fara1237,,klf-far,maba1274/maba1275/maba1276/nucl1441/kend1253,maba1274,Maban,kend1253,Kendeje,dialect,
yaal1238,Yaali,Africa,,,yaal1238,,klf-yaa,maba1274/maba1275/maba1276/nucl1441/kend1253,maba1274,Maban,kend1253,Kendeje,dialect,
koni1260,Koniéré,Africa,,,koni1260,,,maba1274/maba1275/maba1276/nucl1441/kara1484,maba1274,Maban,kara1484,Karanga,dialect,
bakh1247,Bakha,Africa,,,bakh1247,,,maba1274/maba1275/maba1276/nucl1441/kara1484,maba1274,Maban,kara1484,Karanga,dialect,
nucl1442,Nuclear Karanga,Africa,,,nucl1442,,,maba1274/maba1275/maba1276/nucl1441/kara1484,maba1274,Maban,kara1484,Karanga,dialect,
kash1279,Kashmere,Africa,,,kash1279,,kth-kas,maba1274/maba1275/maba1276/nucl1441/kara1484,maba1274,Maban,kara1484,Karanga,dialect,
aura1242,Aurama,Papunesia,,,aura1242,,,pawa1255,pawa1255,Pawaia,pawa1255,Pawaia,dialect,
haur1243,Hauruha,Papunesia,,,haur1243,,pwa-hau,pawa1255,pawa1255,Pawaia,pawa1255,Pawaia,dialect,
bora1263,Bora,South America,-2.000259,-72.257066,bora1263,boa,boa,bora1262,bora1262,Boran,bora1263,Bora,language,threatened
muin1242,Muinane,South America,-0.8652,-72.4249,muin1242,bmr,bmr;bora,bora1262,bora1262,Boran,muin1242,Muinane,language,moribund
mira1254,Miraña,South America,,,mira1254,,,bora1262/bora1263,bora1262,Boran,bora1263,Bora,dialect,
nucl1660,Nuclear Bora,South America,,,nucl1660,,,bora1262/bora1263,bora1262,Boran,bora1263,Bora,dialect,
sanj1287,San José Guamo,South America,,,sanj1287,,,guam1236,guam1236,Guamo,guam1236,Guamo,dialect,
sant1461,Santa Rosa Guamo,South America,,,sant1461,,,guam1236,guam1236,Guamo,guam1236,Guamo,dialect,
tago1246,Tagoi,Africa,12.0346,30.9306,tago1246,tag,tag,rash1249,rash1249,Rashad,tago1246,Tagoi,language,threatened
tega1236,Tegali,Africa,11.9523,31.1112,tega1236,ras,ras;ras-teg,rash1249,rash1249,Rashad,tega1236,Tegali,language,threatened
tuma1247,Tumale,Africa,,,tuma1247,,tag-tum,rash1249/tago1246,rash1249,Rashad,tago1246,Tagoi,dialect,
more1254,Moreb,Africa,,,more1254,,tag-mor,rash1249/tago1246,rash1249,Rashad,tago1246,Tagoi,dialect,
orig1235,Orig,Africa,,,orig1235,,,rash1249/tago1246,rash1249,Rashad,tago1246,Tagoi,dialect,
nucl1449,Goy,Africa,,,nucl1449,,,rash1249/tago1246,rash1249,Rashad,tago1246,Tagoi,dialect,
rash1248,Rashad Town-Hills,Africa,,,rash1248,,,rash1249/tega1236,rash1249,Rashad,tega1236,Tegali,dialect,
nucl1243,Nuclear Tegali,Africa,,,nucl1243,,,rash1249/tega1236,rash1249,Rashad,tega1236,Tegali,dialect,
nucl1638,Nuclear Damal,Papunesia,,,nucl1638,,,dama1272,dama1272,Damal,dama1272,Damal,dialect,
amon1239,Amongme,Papunesia,,,amon1239,,uhn-amo,dama1272,dama1272,Damal,dama1272,Damal,dialect,
engg1246,Enggipilu,Papunesia,,,engg1246,,uhn-eng,dama1272,dama1272,Damal,dama1272,Damal,dialect,
amun1245,Amung,Papunesia,,,amun1245,,uhn-amu,dama1272,dama1272,Damal,dama1272,Damal,dialect,
djam1254,Yirram,,,,djam1254,,djam,mirn1241,mirn1241,Mirndi,,,family,
djin1251,Jingulu,Australia,-17.165,133.659,djin1251,jig,jig,mirn1241,mirn1241,Mirndi,djin1251,Jingulu,language,moribund
guda1245,Ngurlun,,,,guda1245,,,mirn1241,mirn1241,Mirndi,,,family,
djam1255,Jaminjung-Ngaliwurru,Australia,-15.0558,130.06,djam1255,djd,djd;djd-pro,mirn1241/djam1254,mirn1241,Mirndi,djam1255,Jaminjung-Ngaliwurru,language,shifting
nung1291,Nungali,Australia,-14.9109,131.641,nung1291,nug,nug,mirn1241/djam1254,mirn1241,Mirndi,nung1291,Nungali,language,extinct
jami1236,Jaminjung,Australia,,,jami1236,,,mirn1241/djam1254/djam1255,mirn1241,Mirndi,djam1255,Jaminjung-Ngaliwurru,dialect,
ngal1294,Ngaliwurru,Australia,,,ngal1294,,djd-nga,mirn1241/djam1254/djam1255,mirn1241,Mirndi,djam1255,Jaminjung-Ngaliwurru,dialect,
wamb1258,Wambayan,Australia,-17.496,135.683,wamb1258,wmb,wmb,mirn1241/guda1245,mirn1241,Mirndi,wamb1258,Wambayan,language,nearly extinct
ngar1283,Ngarnka,Australia,-17.42,134.73,ngar1283,nji,nji-nga,mirn1241/guda1245,mirn1241,Mirndi,ngar1283,Ngarnka,language,extinct
binb1242,Binbinka,Australia,,,binb1242,,,mirn1241/guda1245/wamb1258,mirn1241,Mirndi,wamb1258,Wambayan,dialect,
guda1242,Wambaya-Gudanji,Australia,-17.42,134.73,guda1242,,nji,mirn1241/guda1245/wamb1258,mirn1241,Mirndi,wamb1258,Wambayan,dialect,
nucl1328,Wambaya,Australia,,,nucl1328,,,mirn1241/guda1245/wamb1258/guda1242,mirn1241,Mirndi,wamb1258,Wambayan,dialect,
guda1243,Gudanji,Australia,,,guda1243,,,mirn1241/guda1245/wamb1258/guda1242,mirn1241,Mirndi,wamb1258,Wambayan,dialect,
ngan1305,Ngangea-So,,,,ngan1305,,ngas,kuli1252,kuli1252,Kuliak,,,family,
ikkk1242,Ik,Africa,3.61407,34.2507,ikkk1242,ikx,ikkk;ikx,kuli1252,kuli1252,Kuliak,ikkk1242,Ik,language,threatened
sooo1256,Soo,Africa,2.58367,34.7595,sooo1256,teu,teu,kuli1252/ngan1305,kuli1252,Kuliak,sooo1256,Soo,language,moribund
nyan1313,Nyang'i,Africa,3.4997,33.73651,nyan1313,nyp,nyp,kuli1252/ngan1305,kuli1252,Kuliak,nyan1313,Nyang'i,language,nearly extinct
nucl1631,Nuclear Sentanic,,,,nucl1631,,,sent1261,sent1261,Sentanic,,,family,
demt1241,Demta,Papunesia,-2.38475,140.166,demt1241,dmy,dmy,sent1261,sent1261,Sentanic,demt1241,Demta,language,moribund
tabl1243,Tabla,Papunesia,-2.45368,140.396,tabl1243,tnm,tnm,sent1261/nucl1631,sent1261,Sentanic,tabl1243,Tabla,language,moribund
sent1262,Sentani-Nafri,,,,sent1262,,,sent1261/nucl1631,sent1261,Sentanic,,,family,
yoka1243,Yokari,Papunesia,,,yoka1243,,tnm-yok,sent1261/nucl1631/tabl1243,sent1261,Sentanic,tabl1243,Tabla,dialect,
tepe1277,Tepera,Papunesia,,,tepe1277,,tnm-tep,sent1261/nucl1631/tabl1243,sent1261,Sentanic,tabl1243,Tabla,dialect,
yewe1238,Yewena-Yongsu,Papunesia,,,yewe1238,,tnm-yew,sent1261/nucl1631/tabl1243,sent1261,Sentanic,tabl1243,Tabla,dialect,
nafr1241,Nafri,Papunesia,-2.65036,140.727,nafr1241,nxx,nxx,sent1261/nucl1631/sent1262,sent1261,Sentanic,nafr1241,Nafri,language,moribund
nucl1632,Sentani,Papunesia,-2.6013,140.512,nucl1632,set,set,sent1261/nucl1631/sent1262,sent1261,Sentanic,nucl1632,Sentani,language,not endangered
west2602,West Sentani,Papunesia,,,west2602,,set-wes,sent1261/nucl1631/sent1262/nucl1632,sent1261,Sentanic,nucl1632,Sentani,dialect,
cent2123,Central Sentani,Papunesia,,,cent2123,,set-cen,sent1261/nucl1631/sent1262/nucl1632,sent1261,Sentanic,nucl1632,Sentani,dialect,
east2518,East Sentani,Papunesia,,,east2518,,set-eas,sent1261/nucl1631/sent1262/nucl1632,sent1261,Sentanic,nucl1632,Sentani,dialect,
urua1245,Uruak,South America,,,urua1245,,,arut1244,arut1244,Arutani,arut1244,Arutani,dialect,
awak1251,Awake,South America,,,awak1251,,,arut1244,arut1244,Arutani,arut1244,Arutani,dialect,
hata1243,Hatam,Papunesia,-1.13531,134.037,hata1243,had,had,hata1242,hata1242,Hatam-Mansim,hata1243,Hatam,language,threatened
mans1260,Mansim,Papunesia,-0.915054,134.011116,mans1260,,,hata1242,hata1242,Hatam-Mansim,mans1260,Mansim,language,moribund
uran1238,Uran,Papunesia,,,uran1238,,had-ura,hata1242/hata1243,hata1242,Hatam-Mansim,hata1243,Hatam,dialect,
adih1238,Adihup,Papunesia,,,adih1238,,had-adi,hata1242/hata1243,hata1242,Hatam-Mansim,hata1243,Hatam,dialect,
moii1254,Moi,Papunesia,,,moii1254,,,hata1242/hata1243,hata1242,Hatam-Mansim,hata1243,Hatam,dialect,
miri1268,Miriei,Papunesia,,,miri1268,,had-mir,hata1242/hata1243,hata1242,Hatam-Mansim,hata1243,Hatam,dialect,
tina1247,Tinam,Papunesia,,,tina1247,,had-tin,hata1242/hata1243,hata1242,Hatam-Mansim,hata1243,Hatam,dialect,
uncl1510,Unclassified Arafundi,,,,uncl1510,,,araf1243,araf1243,Arafundi,,,family,
nanu1240,Nanubae,Papunesia,-4.71731,143.937,nanu1240,afk,afk,araf1243,araf1243,Arafundi,nanu1240,Nanubae,language,shifting
anda1283,Andai,Papunesia,-4.96449,143.637,anda1283,afd,afd,araf1243,araf1243,Arafundi,anda1283,Andai,language,shifting
tape1242,Tapei,Papunesia,-4.77763,143.337,tape1242,afp,afp,araf1243,araf1243,Arafundi,tape1242,Tapei,language,shifting
meak1234,Meakambut,Papunesia,-4.833,143.783,meak1234,,,araf1243/uncl1510,araf1243,Arafundi,meak1234,Meakambut,language,threatened
iman1240,Imanmeri,Papunesia,,,iman1240,,,araf1243/nanu1240,araf1243,Arafundi,nanu1240,Nanubae,dialect,
yama1266,Yamandim,Papunesia,,,yama1266,,,araf1243/nanu1240,araf1243,Arafundi,nanu1240,Nanubae,dialect,
wamb1260,Wamblamas,Papunesia,,,wamb1260,,,araf1243/nanu1240,araf1243,Arafundi,nanu1240,Nanubae,dialect,
kaiy1240,Kaiyam,Papunesia,,,kaiy1240,,,araf1243/anda1283,araf1243,Arafundi,anda1283,Andai,dialect,
imbo1239,Imboin,Papunesia,,,imbo1239,,,araf1243/anda1283,araf1243,Arafundi,anda1283,Andai,dialect,
